symbol,name,currency,exchange,mic_code,country,type,figi_code
ANIP,ANI Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000KK1PX9
ANIX,Anixa Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BG3QM6
ANL,Adlai Nortye Ltd. - American Depositary Shares,USD,NASDAQ,XNMS,United States,Common Stock,BBG01HP11T15
ANNX,"Annexon, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00VVV8CW8
ANSC,Agriculture & Natural Solutions Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,BBG01KV7B831
ANSCU,Agriculture & Natural Solutions Acquisition Corporation,USD,NASDAQ,XNMS,United States,Unit,BBG01JX80W93
ANSCW,Agriculture & Natural Solutions Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,BBG01KV8GZ16
ANSS,ANSYS Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000GXZJ63
ANTE,AirNet Technology Inc,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG000BJ8VV4
ANTX,"AN2 Therapeutics, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG015TRX241
ANY,Sphere 3D Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG004Z3JS86
AOGO,Arogo Capital Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG012F71T07
AOGOU,Arogo Capital Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit,BBG012DX37X2
AOGOW,Arogo Capital Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG0159G87W3
AOSL,Alpha & Omega Semiconductor Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG000QLW9Y2
AOUT,American Outdoor Brands Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00QV8GWZ4
APA,Apache Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00YTSQK72
APAC,StoneBridge Acquisition Corporation,USD,NASDAQ,XNCM,United States,Common Stock,
APCX,AppTech Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CC7KS7
APCXW,AppTech Payments Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
APDN,Applied DNA Sciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000DGSKZ6
APEI,American Public Education Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000RVD9R8
APGE,"Apogee Therapeutics, Inc. - Common Stock",USD,NASDAQ,XNMS,United States,Common Stock,BBG01H51WYX7
API,Agora Inc,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG00V9VKFW2
APLD,"Applied Science Products, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG000DSMDC7
APLM,Apollomics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG01BXXFY95
APLMW,Apollomics Inc. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
APLS,Apellis Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00B6KDSL5
APLT,Applied Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00NWLJPF5
APM,Aptorum Group Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG00LX0JG28
APMIW,AxonPrime Infrastructure Acquisition Corporation - Warrants,USD,NASDAQ,XNGS,United States,Warrant,
APOG,Apogee Enterprises Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BC6XJ1
APP,AppLovin Corporation,USD,NASDAQ,XNGS,United States,Common Stock,BBG00ZHSSNP4
APPF,Appfolio Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG008QQ9701
APPN,Appian Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG00GLNT2Q6
APPS,Digital Turbine Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000HZ4H74
APRE,Aprea Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Q6Q3KG3
APTMW,Alpha Partners Technology Merger Corp. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
APTO,Aptose Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000F3W4R3
APVO,Aptevo Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG009RRZ8R6
APWC,Asia Pacific Wire & Cable Corp Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG000F0GM60
APXI,APx Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock,BBG0145K9G50
APXIU,APx Acquisition Corp. I Unit,USD,NASDAQ,XNMS,United States,Unit,BBG013P172T9
APXIW,APx Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock,BBG014V4YZR3
APYX,Apyx Medical Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000F4CKQ8
AQB,AquaBounty Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00FQB2FZ9
AQMS,Aqua Metals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG009CQH162
AQST,Aquestive Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00L9HP151
AQU,Aquaron Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG017T7VWL8
AQUNR,Aquaron Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01B2TXT53
AQUNU,Aquaron Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit,BBG017T7PZZ3
ARAY,Accuray Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000QNS713
ARBB,ARB IOT Group Limited - Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG019X4C0M6
ARBE,Arbe Robotics Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG012WF8337
ARBEW,Arbe Robotics Ltd.,USD,NASDAQ,XNMS,United States,Common Stock,
ARBK,Argo Blockchain plc American Depositary Shares,USD,NASDAQ,XNGS,United States,Common Stock,BBG0127RP125
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,USD,NASDAQ,XNMS,United States,Preferred Stock,
ARCB,ArcBest Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C1PQS8
ARCT,Arcturus Therapeutics Holdings Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00NVC70Z2
ARDS,Aridis Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,
ARDX,Ardelyx Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG006JJTZS5
AREB,"American Rebel Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG009R1VQX0
AREBW,"American Rebel Holdings, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,
AREC,American Resources Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG005VQ4D03
ARGX,Argenx SE,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG00GK2ZQ92
ARHS,"Arhaus, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG012TKHZL9
ARIZ,Arisz Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
ARIZR,Arisz Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
ARKO,Arko Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YD93SQ8
ARKOW,Arko Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YFJ1M98
ARKR,Ark Restaurants Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG000DMNMJ2
ARLP,Alliance Resource Partners LP,USD,NASDAQ,XNGS,United States,Limited Partnership,BBG000C154Z1
ARM,Arm Holdings plc - American Depositary Shares,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG01J1GXZZ8
AROW,Arrow Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCC3W5
ARPO,Aerpio Pharmaceuticals Inc,USD,NASDAQ,XNAS,United States,Common Stock,
ARQ,"Arq, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG000JFPT22
ARQQ,Arqit Quantum Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG012DWX8P8
ARQQW,Arqit Quantum Inc.,USD,NASDAQ,XNMS,United States,Common Stock,
ARQT,Arcutis Biotherapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00R9RPLV3
ARRW,Arrowroot Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
ARRY,Array BioPharma Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00XK4JQH0
ARTA,Artisan Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
ARTL,Artelo Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00793XD85
ARTLW,"Artelo Biosciences, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
ARTNA,Artesian Resources Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BG1K50
ARTV,"Artiva Biotherapeutics, Inc. Common Stock",USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZYZ4PY0
ARTW,Art's-Way Manufacturing Co Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BCCWC3
ARVN,Arvinas Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00LW7YKT9
ARWR,Arrowhead Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BRVV95
ARYD,ARYA Sciences Acquisition Corp IV,USD,NASDAQ,XNCM,United States,Common Stock,
ASCA,A SPAC I Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
ASCAW,A SPAC I Acquisition Corp.,USD,NASDAQ,XNGS,United States,Common Stock,
ASCB,A SPAC II Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,BBG016DX8CG6
ASCBR,A SPAC II Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,BBG017TG8N61
ASCBU,A SPAC II Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock,BBG016DX5WZ4
ASCBW,A SPAC II Acquisition Corporation,USD,NASDAQ,XNGS,United States,Common Stock,
ASLE,AerSale Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG00R2MWRL1
ASMB,Assembly Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000R62Y90
ASML,ASML Holding NV,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG000K6N6G7
ASND,Ascendis Pharma A/S ,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG007R7VP18
ASNS,"Actelis Networks, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG016W3QQG0
ASO,Academy Sports & Outdoors Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00X7L1CL2
ASPAW,"Abri SPAC I, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
ASPI,Aspire Real Estate Investors Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG019LXM883
ASPS,Altisource Portfolio Solutions SA,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CLH1B6
ASPU,Aspen Group Inc-CO,USD,NASDAQ,XNMS,United States,Common Stock,
ASRT,Assertio Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00T442W64
ASRV,AmeriServ Financial Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000H0X5D8
ASST,Asset Entities Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG019HGLMY6
ASTC,Astrotech Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000FNDBH5
ASTE,Astec Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCJ8N7
ASTH,Astrana Health Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000H80TH1
ASTI,"Ascent Solar Technologies, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000PT5ZV1
ASTL,Algoma Steel Group Inc.,USD,NASDAQ,XNMS,United States,Common Stock,BBG012NKXTL1
ASTLW,Algoma Steel Group Inc.,USD,NASDAQ,XNMS,United States,Common Stock,BBG0133BZQF2
ASTS,"AST SpaceMobile, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00QRF3NQ7
ASTSW,"AST SpaceMobile, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00QRF6Z87
ASUR,Asure Software Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000JTBGT6
ASYS,Amtech Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCJQN7
ATAI,ATA Inc-China,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG0107FR3R2
ATAT,Atour Lifestyle Holdings Limited,USD,NASDAQ,XNGS,United States,Common Stock,BBG011C6KK02
ATAX,America First Multifamily Investors LP,USD,NASDAQ,XNGS,United States,Limited Partnership,
ATCOL,Atlas Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
ATCX,Atlas Technical Consultants Inc,USD,NASDAQ,XNMS,United States,Common Stock,
ATEC,Alphatec Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BBMM63
ATER,"Aterian, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00P4JBSN9
ATEX,pdvWireless Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG0081NLJ32
ATGL,Alpha Technology Group Limited,USD,NASDAQ,XNCM,United States,Common Stock,BBG01HH1TFQ7
ATHA,Athira Pharma Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00WYYG161
ATHE,Alterity Therapeutics ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG000DKB187
ATIF,ATIF Holdings Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG00MS92CR3
ATLC,Atlanticus Holdings Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C6VYY6
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,USD,NASDAQ,XNMS,United States,Preferred Stock,
ATLCP,Atlanticus Holdings Corporation,USD,NASDAQ,XNGS,United States,Common Stock,
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,USD,NASDAQ,XNMS,United States,Common Stock,
ATLO,Ames National Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BHLT84
ATLX,Atlas Lithium Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG002VZVT05
ATMC,ALPHATIME ACQUISITION CORP,USD,NASDAQ,XNMS,United States,Common Stock,BBG01BX1YKZ5
ATMCR,AlphaTime Acquisition Corp Right,USD,NASDAQ,XNMS,United States,Common Stock,BBG01CCYKVN8
ATMCU,AlphaTime Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG01BX1Y8D6
ATMCW,AlphaTime Acquisition Corp Warrant,USD,NASDAQ,XNMS,United States,Common Stock,BBG01CCYM2N0
ATMV,AlphaVest Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG01BFJ8R99
ATMVR,AlphaVest Acquisition Corp Right,USD,NASDAQ,XNMS,United States,Common Stock,BBG01BHZVD96
ATMVU,AlphaVest Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG01BHZNS47
ATNF,180 Life Sciences Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00H1CP0N1
ATNFW,CannBioRx Life Sciences Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00H1CP694
ATNI,ATN International Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000F8TSV8
ATOM,Atomera Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00D9MFNP9
ATOS,Atossa Genetics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG002NCD8Q3
ATPC,Agape Atp Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG00HL1B7K6
ATRA,Atara Biotherapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG006NXNHY8
ATRC,AtriCure Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BL6FK8
ATRI,Atrion Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000DTWMY0
ATRO,Astronics Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCLLH2
ATSG,Air Transport Services Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BLWH43
ATXG,Addentax Group Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG009R6DPJ7
ATXI,Avenue Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00GLTS550
ATXS,"Astria Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG008P328Z0
ATYR,"aTyr Pharma, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG008G66576
AUBAP,Atlantic Union Bankshares Corporation,USD,NASDAQ,XNGS,United States,Common Stock,
AUBN,Auburn National Bancorporation Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BNFMX5
AUDC,AudioCodes Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BVWJS1
AUGX,"Augmedix, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZJZTJX5
AUID,Ipsidy Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG0081VR7W2
AUPH,Aurinia Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BCRM75
AUR,"Aurora Innovation, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG010SLXRG8
AURA,"Aura Biosciences, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG012X4T7P5
AURC,Aurora Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
AUROW,"Aurora Innovation, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG010SBLFS6
AUTL,Autolus Therapeutics PLC,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG00KVT0685
AUUD,Auddia Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Y053802
AUUDW,Auddia Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Y057K47
AVAH,Aveanna Healthcare Holdings Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00ZWY5L28
AVAV,Aerovironment Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000GX2MC5
AVBP,ARRIVENT BIOPHARMA INC,USD,NASDAQ,XNMS,United States,Common Stock,BBG01KXBT369
AVCO,Avalon GloboCare Corp,USD,NASDAQ,XNCM,United States,Common Stock,
AVDL,Avadel Pharmaceuticals PLC,USD,NASDAQ,XNMS,United States,Depositary Receipt,BBG00FPFXBG7
AVDR,Avedro Inc,USD,NASDAQ,XNMS,United States,Common Stock,
AVDX,"AvidXchange Holdings, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG012MBDGK3
AVGO,Broadcom Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00KHY5SQ7
AVGR,Avangardco Investments Public Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG007TJXBK8
AVGX,Defiance Daily Target 2X Long AVGO ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01P7T8G35
AVHI,Achari Ventures Holdings Corp. I,USD,NASDAQ,XNMS,United States,Common Stock,
AVHIU,Achari Ventures Holdings Corp. I,USD,NASDAQ,XNMS,United States,Unit,
AVIR,Atea Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00XTHMQF0
AVNW,Aviat Networks Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000QX4KR0
AVO,Mission Produce Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00XKKV4R8
AVPT,"AvePoint, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00QRNFPL7
AVPTW,AvePoint Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00QRNGYV6
AVRO,Avrobio Inc,USD,NASDAQ,XNGS,United States,Common Stock,
AVT,Avnet Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCPMP7
AVTE,"Aerovate Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG011CK68W9
AVTX,"Avalo Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG009DMDZZ7
AVXL,Anavex Life Sciences Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C9LNV8
AWH,Aspira Women's Health Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BTYTH4
AWRE,Aware Inc-MA,USD,NASDAQ,XNMS,United States,Common Stock,BBG000H56SB9
AXDX,Accelerate Diagnostics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CDWSY3
AXGN,AxoGen Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BN4F53
AXNX,Axonics Modulation Technologies Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00M69MLK2
AXON,"Axon Enterprise, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG000BHK5Z7
AXSM,Axsome Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00B6G7GT9
AXTI,AXT Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BHZBQ8
AY,Atlantica Yield plc,USD,NASDAQ,XNGS,United States,Common Stock,BBG0068Q77N2
AYRO,"Ayro, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000F4HW69
AYTU,Aytu BioScience Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000VC2S04
AZ,A2Z Smart Technologies Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00TM0F0P7
AZN,AstraZeneca PLC,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG000BZ0PH5
AZPN,Aspen Technology Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG017J1C4B6
AZRX,AzurRx BioPharma Inc,USD,NASDAQ,XNCM,United States,Common Stock,
AZTA,"Azenta, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG000DXBWC6
AZYO,"Aziyo Biologics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
BACK,"IMAC Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00M0GRBP4
BAER,"Bridger Aerospace Group Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG019VDBQK4
BAERW,"Bridger Aerospace Group Holdings, Inc. Warrant",USD,NASDAQ,XNMS,United States,Common Stock,BBG01BBJSPH6
BAFN,BayFirst Financial Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG009PK3H52
BAND,Bandwidth Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00HZ6LZ36
BANF,BancFirst Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGJV39
BANFP,BFC Capital Trust II,USD,NASDAQ,XNGS,United States,Preferred Stock,
BANL,CBL International Limited - Ordinary Shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG019F0WPB9
BANR,Banner Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000MW1Z96
BANX,StoneCastle Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG004PP4CQ9
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,USD,NASDAQ,XNCM,United States,Common Stock,BBG00W0KSSF6
BASE,"Couchbase, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG011K3N6R9
BATRA,Liberty Media Corp-Liberty Braves,USD,NASDAQ,XNGS,United States,Common Stock,BBG01HCX46P0
BATRK,Liberty Media Corp-Liberty Braves,USD,NASDAQ,XNGS,United States,Common Stock,BBG01HCX3YR8
BAYAR,Bayview Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG01KT6G6T7
BAYAU,Bayview Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit,BBG01K7N34D0
BBCP,Concrete Pumping Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00M8BB185
BBGI,Beasley Broadcast Group Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CB1GT3
BBIG,"Vinco Ventures, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
BBIO,Bridgebio Pharma Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00PF2LY41
BBLG,Bone Biologics Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG0081JPZS4
BBLGW,Bone Biologics Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG012Y6Z4Y9
BBSI,Barrett Business Services Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BHK3F4
BCAB,"BioAtla, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00Y6GBTD3
BCAL,"Bank of Southern California, National Association",USD,NASDAQ,XNCM,United States,Common Stock,BBG000QJ8QF7
BCAN,BYND Cannasoft Enterprises Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG017VBWGX7
BCBP,BCB Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000M7HCB2
BCDA,BioCardia Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BTJYW3
BCDAW,"BioCardia, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,
BCG,"Binah Capital Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG01G948V44
BCGWW,"Binah Capital Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
BCLI,BrainStorm Cell Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000FR7R97
BCML,Baycom Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG00FWKRCB8
BCOV,Brightcove Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG002153H38
BCOW,1895 Bancorp of Wisconsin Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG011S2JDB0
BCPC,Balchem Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCYLD2
BCRX,BioCryst Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BLZ7C3
BCSA,Blockchain Coinvestors Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock,BBG013QQ7L48
BCSAU,Blockchain Coinvestors Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Unit,BBG012BFKHM4
BCSAW,Blockchain Coinvestors Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock,BBG014BGFM89
BCTX,BriaCell Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG0018783P1
BCTXW,BriaCell Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZF3B3G3
BCYC,Bicycle Therapeutics Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG00P0YWQ33
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG00BLVW338
BDSI,BioDelivery Sciences International Inc,USD,NASDAQ,XNGS,United States,Common Stock,
BDSX,Biodesix Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00XRJHLG4
BDTX,Black Diamond Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00RHHG890
BEAM,Beam Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00QG1RFK7
BEAT,BioTelemetry Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG012F6J496
BEATW,"HeartBeam, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG012XPRY80
BECN,Beacon Roofing Supply Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BKV855
BEEM,Beam Global,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BBJNN6
BELFA,Bel Fuse Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C29733
BELFB,Bel Fuse Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000DYGQB3
